,days_since_last_order,median_order_type,days_since_last_contact,monthly_mean_order_vol,yearly_mean_cust_rev,status
1787,1,raw_ingredients,2,637,940,active
1773,10,finished_goods,2,1212,1115,active
3806,5,raw_ingredients,9,1484,634,active
5221,5,finished_goods,12,621,531,active
10761,19,finished_goods,9,649,1018,cancelled
8739,3,raw_ingredients,4,1067,1128,active
5142,14,finished_goods,4,865,678,active
2153,11,raw_ingredients,4,1482,821,active
6907,4,raw_ingredients,3,904,1166,active
11710,19,finished_goods,18,573,444,paused
10834,16,raw_ingredients,14,539,660,cancelled
7274,3,raw_ingredients,12,1078,1385,active
9381,11,raw_ingredients,3,1214,682,active
6114,9,raw_ingredients,2,1346,731,active
10906,12,finished_goods,15,1018,1312,cancelled
2000,14,raw_ingredients,6,776,994,active
2802,7,raw_ingredients,1,1197,1200,active
9253,8,finished_goods,7,1109,1050,active
7059,13,raw_ingredients,5,1026,1390,active
8905,9,finished_goods,9,668,1052,active
5044,8,finished_goods,4,1361,757,active
10914,8,finished_goods,7,1381,527,cancelled
9655,11,raw_ingredients,1,878,532,active
323,4,raw_ingredients,14,1015,1499,active
8777,5,raw_ingredients,7,503,1275,active
6382,14,raw_ingredients,2,1362,788,active
1215,9,raw_ingredients,8,1104,1199,active
4943,6,raw_ingredients,12,589,553,active
8858,2,finished_goods,1,1467,1497,active
442,7,finished_goods,10,791,1363,active
7908,13,finished_goods,8,729,887,active
3504,8,raw_ingredients,9,927,1436,active
2925,7,raw_ingredients,4,1181,987,active
8180,12,finished_goods,8,625,1405,active
8975,6,raw_ingredients,6,872,1430,active
7211,13,raw_ingredients,1,1186,875,active
4295,11,raw_ingredients,1,627,615,active
4951,5,finished_goods,9,1278,745,active
3513,6,raw_ingredients,10,1211,842,active
1346,2,raw_ingredients,14,1126,1274,active
6450,12,raw_ingredients,5,942,979,active
2631,14,finished_goods,8,864,1333,active
11469,13,finished_goods,29,1398,714,paused
5107,10,raw_ingredients,5,762,1198,active
2620,6,raw_ingredients,2,1323,704,active
6298,13,finished_goods,5,743,1340,active
5196,13,raw_ingredients,10,764,711,active
6300,10,finished_goods,4,1008,517,active
4329,2,raw_ingredients,3,1243,632,active
2145,2,finished_goods,14,1424,1344,active
10160,13,finished_goods,8,550,552,cancelled
3673,13,raw_ingredients,14,1140,854,active
9202,2,raw_ingredients,9,1045,1471,active
5103,13,raw_ingredients,11,644,1190,active
6955,3,raw_ingredients,7,1034,1045,active
4060,7,finished_goods,10,740,1230,active
242,2,finished_goods,7,1236,604,active
9262,14,raw_ingredients,9,978,1375,active
252,9,raw_ingredients,3,1165,1409,active
6264,6,raw_ingredients,9,1128,966,active
9608,7,finished_goods,1,1067,1210,active
6484,14,raw_ingredients,6,502,846,active
7343,6,raw_ingredients,11,661,756,active
2969,14,finished_goods,14,1254,1271,active
4517,10,finished_goods,2,824,780,active
7515,9,finished_goods,13,617,1249,active
3189,6,finished_goods,8,885,720,active
8135,4,finished_goods,3,753,605,active
9002,9,raw_ingredients,12,1272,683,active
11599,10,finished_goods,34,460,206,paused
10213,15,raw_ingredients,14,536,896,cancelled
4811,9,finished_goods,6,807,1494,active
608,7,raw_ingredients,5,1217,1177,active
2113,2,raw_ingredients,10,1475,759,active
8159,8,finished_goods,6,1225,901,active
1983,6,raw_ingredients,11,1210,1199,active
7281,12,raw_ingredients,7,926,983,active
7724,3,raw_ingredients,6,1048,1088,active
10101,10,raw_ingredients,19,612,1013,cancelled
2628,1,raw_ingredients,7,895,788,active
9105,14,finished_goods,14,611,536,active
9960,4,raw_ingredients,5,747,1330,active
9770,10,raw_ingredients,14,1171,813,active
6871,5,raw_ingredients,1,579,1066,active
802,5,raw_ingredients,7,589,1110,active
11351,14,raw_ingredients,11,1399,1104,paused
5030,14,raw_ingredients,9,1012,1068,active
4927,5,raw_ingredients,2,781,1418,active
1927,2,finished_goods,6,782,830,active
7087,3,raw_ingredients,6,1323,722,active
1279,10,raw_ingredients,6,1004,1423,active
980,9,raw_ingredients,13,1322,903,active
9802,5,raw_ingredients,13,572,597,active
8558,10,raw_ingredients,4,1076,762,active
9004,4,raw_ingredients,10,796,645,active
11718,34,raw_ingredients,30,466,1219,paused
1705,14,raw_ingredients,14,849,1212,active
81,3,raw_ingredients,3,660,1066,active
2608,5,raw_ingredients,8,1372,1146,active
4503,10,finished_goods,13,1233,1043,active
5679,11,raw_ingredients,1,566,1146,active
3005,4,raw_ingredients,8,1148,1385,active
6285,14,raw_ingredients,6,1421,715,active
10968,11,raw_ingredients,8,427,569,cancelled
5178,1,finished_goods,9,862,721,active
2962,7,raw_ingredients,10,827,568,active
569,14,raw_ingredients,6,598,788,active
11712,24,raw_ingredients,11,1164,1379,paused
9953,1,finished_goods,3,687,1422,active
8253,10,raw_ingredients,11,1277,942,active
6710,5,finished_goods,10,1437,1090,active
6670,1,raw_ingredients,9,576,530,active
2984,7,raw_ingredients,3,605,1028,active
5326,8,raw_ingredients,4,1238,1290,active
4869,3,finished_goods,7,1156,646,active
3897,4,raw_ingredients,10,967,809,active
2279,2,raw_ingredients,9,1104,992,active
2316,6,raw_ingredients,5,1495,805,active
8657,7,finished_goods,13,667,859,active
1976,6,raw_ingredients,6,996,1184,active
2618,2,raw_ingredients,4,661,976,active
3056,6,raw_ingredients,8,753,600,active
2494,12,raw_ingredients,13,807,768,active
175,7,raw_ingredients,14,1274,896,active
5316,1,raw_ingredients,4,700,886,active
7264,4,raw_ingredients,3,1134,1240,active
2091,7,raw_ingredients,5,1457,597,active
7769,5,finished_goods,11,819,547,active
246,14,raw_ingredients,12,873,1355,active
1116,10,finished_goods,10,1183,1126,active
8680,12,raw_ingredients,13,1126,1181,active
10557,19,finished_goods,18,759,1099,cancelled
3490,6,raw_ingredients,8,1307,902,active
2813,5,finished_goods,11,849,908,active
115,2,finished_goods,5,1175,1265,active
3314,7,raw_ingredients,11,704,1496,active
5033,2,finished_goods,3,981,1488,active
5362,5,raw_ingredients,14,710,1111,active
5136,3,raw_ingredients,8,625,1446,active
3852,4,finished_goods,9,1217,948,active
9624,5,raw_ingredients,9,1451,1440,active
10064,16,raw_ingredients,10,1317,1230,cancelled
7764,14,raw_ingredients,11,756,1214,active
8803,14,raw_ingredients,14,726,617,active
4237,14,raw_ingredients,3,1049,1430,active
11140,30,finished_goods,26,977,1339,paused
691,12,raw_ingredients,3,1242,597,active
8126,4,finished_goods,9,1467,923,active
8621,7,raw_ingredients,14,628,1393,active
8658,5,finished_goods,8,715,1173,active
6821,14,finished_goods,13,780,1098,active
771,6,finished_goods,13,714,1291,active
2388,2,raw_ingredients,1,1268,1224,active
1379,1,raw_ingredients,1,841,805,active
8554,3,raw_ingredients,12,970,1270,active
7824,2,raw_ingredients,10,725,565,active
3824,1,raw_ingredients,2,1320,614,active
916,13,raw_ingredients,10,1115,1468,active
7006,14,raw_ingredients,1,529,694,active
3762,3,raw_ingredients,8,1299,1052,active
7926,13,raw_ingredients,13,1260,610,active
1195,3,raw_ingredients,7,1434,1081,active
2728,2,finished_goods,7,675,895,active
1205,4,raw_ingredients,14,1023,1037,active
8685,10,finished_goods,14,1125,1423,active
8059,1,raw_ingredients,6,1211,1323,active
10207,8,finished_goods,15,1085,1051,cancelled
8727,9,raw_ingredients,7,808,888,active
9850,11,raw_ingredients,7,593,1107,active
6832,6,finished_goods,12,1381,531,active
2341,3,raw_ingredients,6,1202,936,active
5779,12,finished_goods,4,830,1373,active
8561,7,finished_goods,14,1207,1217,active
7924,9,raw_ingredients,7,515,1014,active
3341,5,raw_ingredients,11,666,880,active
5729,2,raw_ingredients,12,952,942,active
7888,6,raw_ingredients,5,1126,1108,active
11501,34,raw_ingredients,8,1229,228,paused
3694,12,finished_goods,14,1210,889,active
4212,9,raw_ingredients,2,1027,1432,active
5335,5,raw_ingredients,7,1273,674,active
5021,1,raw_ingredients,5,1414,1195,active
11582,37,raw_ingredients,8,603,497,paused
8609,10,raw_ingredients,5,963,565,active
10709,7,finished_goods,12,431,1318,cancelled
5695,10,raw_ingredients,6,1398,608,active
10408,11,raw_ingredients,13,1113,718,cancelled
2406,3,raw_ingredients,13,1004,610,active
2614,14,raw_ingredients,6,1317,834,active
8812,10,raw_ingredients,11,1313,1467,active
10872,13,raw_ingredients,11,766,512,cancelled
4268,11,finished_goods,12,1239,1343,active
7018,6,raw_ingredients,8,1088,1139,active
3553,1,raw_ingredients,5,956,1326,active
4456,8,raw_ingredients,11,745,673,active
1556,5,raw_ingredients,11,856,1183,active
10039,10,raw_ingredients,19,1302,522,cancelled
3196,1,raw_ingredients,12,848,790,active
4166,4,raw_ingredients,8,729,827,active
8821,5,raw_ingredients,13,645,1000,active
11275,33,raw_ingredients,33,768,390,paused
9066,9,finished_goods,4,762,1229,active
9627,14,raw_ingredients,5,734,1352,active
8908,7,raw_ingredients,8,841,1268,active
9759,12,raw_ingredients,2,1245,841,active
2799,7,raw_ingredients,12,1365,1237,active
4049,1,raw_ingredients,6,572,1155,active
3695,5,raw_ingredients,4,705,1045,active
15,2,finished_goods,9,1271,1209,active
10158,8,finished_goods,16,456,890,cancelled
8345,3,raw_ingredients,8,1442,765,active
6870,11,raw_ingredients,9,1299,890,active
2168,4,finished_goods,3,956,542,active
1170,4,raw_ingredients,14,1459,1416,active
6774,1,raw_ingredients,9,894,864,active
3103,10,finished_goods,7,780,1110,active
6215,6,raw_ingredients,13,753,1336,active
8569,10,finished_goods,12,1113,1197,active
3029,3,raw_ingredients,10,779,1235,active
9602,12,raw_ingredients,1,600,549,active
8618,12,raw_ingredients,12,546,732,active
674,13,finished_goods,4,1431,1120,active
10188,13,raw_ingredients,16,887,663,cancelled
5015,10,finished_goods,6,1172,1268,active
11760,19,raw_ingredients,29,1395,857,paused
5606,13,raw_ingredients,8,1198,1335,active
2150,2,raw_ingredients,13,547,1148,active
4036,10,finished_goods,11,1217,1494,active
3846,9,raw_ingredients,14,1382,875,active
4108,12,raw_ingredients,8,920,1023,active
393,8,raw_ingredients,2,694,845,active
7319,3,raw_ingredients,14,926,759,active
7203,1,raw_ingredients,6,684,714,active
9426,6,finished_goods,7,1044,1024,active
5284,3,finished_goods,7,1260,1376,active
10992,18,raw_ingredients,7,944,548,cancelled
2778,6,raw_ingredients,4,800,1334,active
9631,7,raw_ingredients,6,665,1405,active
9749,12,raw_ingredients,14,1240,740,active
11977,19,finished_goods,39,777,488,paused
911,4,raw_ingredients,6,824,1257,active
3249,14,raw_ingredients,12,848,1195,active
1089,7,raw_ingredients,12,1462,993,active
4446,11,raw_ingredients,11,844,627,active
386,6,raw_ingredients,10,710,1498,active
1193,1,finished_goods,5,1449,1187,active
11745,33,raw_ingredients,19,785,373,paused
3381,13,raw_ingredients,13,1018,1240,active
4898,2,raw_ingredients,14,793,1290,active
7325,8,raw_ingredients,7,1177,1040,active
4701,8,raw_ingredients,4,500,540,active
4952,5,finished_goods,10,674,915,active
10628,16,finished_goods,13,1189,1151,cancelled
9508,12,raw_ingredients,5,1260,1116,active
251,11,finished_goods,9,1046,1409,active
8125,4,raw_ingredients,4,665,1278,active
10397,9,raw_ingredients,13,1126,1180,cancelled
7396,2,raw_ingredients,6,1394,752,active
1381,9,raw_ingredients,12,587,672,active
138,11,raw_ingredients,5,549,501,active
9675,12,raw_ingredients,7,917,624,active
9436,11,raw_ingredients,3,893,916,active
9573,7,finished_goods,2,1375,1180,active
9157,1,finished_goods,13,906,1111,active
6250,4,raw_ingredients,4,1414,1302,active
3556,10,raw_ingredients,12,713,608,active
7128,4,raw_ingredients,5,631,985,active
9489,14,raw_ingredients,5,1100,656,active
5354,11,finished_goods,10,1350,586,active
8096,3,finished_goods,1,1318,1443,active
3598,1,raw_ingredients,8,933,831,active
9817,6,raw_ingredients,5,1235,1070,active
7911,10,finished_goods,6,1436,1153,active
5237,6,finished_goods,4,1499,1075,active
6077,8,raw_ingredients,4,668,981,active
1432,5,finished_goods,4,983,544,active
9626,14,raw_ingredients,1,1466,1367,active
9798,2,raw_ingredients,12,1156,1302,active
1438,11,raw_ingredients,7,1370,1254,active
8326,10,raw_ingredients,2,895,1083,active
10186,9,finished_goods,15,652,463,cancelled
1555,8,raw_ingredients,5,891,1408,active
4593,3,raw_ingredients,14,1366,1451,active
3176,11,raw_ingredients,13,901,896,active
8455,9,finished_goods,11,1035,908,active
11398,22,finished_goods,38,641,579,paused
3321,14,raw_ingredients,7,627,1317,active
11747,25,raw_ingredients,11,1284,812,paused
5241,12,raw_ingredients,13,1061,846,active
1352,1,finished_goods,13,824,963,active
2438,2,raw_ingredients,10,506,987,active
7500,11,raw_ingredients,6,542,680,active
8807,12,raw_ingredients,9,1248,582,active
1981,3,raw_ingredients,11,729,1196,active
11101,11,raw_ingredients,23,886,300,paused
2514,4,raw_ingredients,4,1416,582,active
1613,4,raw_ingredients,1,705,662,active
1028,4,raw_ingredients,11,1468,550,active
10695,14,raw_ingredients,10,1288,1100,cancelled
7078,3,raw_ingredients,13,638,1309,active
286,9,raw_ingredients,10,1382,595,active
9740,3,raw_ingredients,3,1410,645,active
1675,11,raw_ingredients,9,875,838,active
8958,9,raw_ingredients,14,626,1197,active
8014,8,finished_goods,7,739,1069,active
8450,3,raw_ingredients,10,687,1333,active
7027,14,raw_ingredients,13,620,1185,active
2298,2,raw_ingredients,10,1168,1007,active
8419,14,raw_ingredients,8,1238,1062,active
10011,12,raw_ingredients,17,1082,707,cancelled
2797,3,raw_ingredients,2,778,935,active
9034,6,raw_ingredients,5,1356,928,active
11126,37,raw_ingredients,7,748,973,paused
462,3,raw_ingredients,10,1293,1189,active
10597,14,finished_goods,10,991,867,cancelled
7581,9,raw_ingredients,7,1293,1110,active
10952,13,raw_ingredients,14,631,414,cancelled
1261,13,raw_ingredients,7,1411,512,active
5223,3,raw_ingredients,8,1409,1211,active
5200,10,raw_ingredients,14,549,1227,active
9027,2,raw_ingredients,7,897,541,active
2981,3,raw_ingredients,8,1117,714,active
2108,10,raw_ingredients,4,971,1340,active
10342,8,finished_goods,9,428,1385,cancelled
7417,11,raw_ingredients,14,1131,625,active
2362,9,raw_ingredients,10,793,941,active
9269,2,raw_ingredients,2,1075,1227,active
435,7,raw_ingredients,12,610,557,active
4192,14,raw_ingredients,1,1457,651,active
9052,8,raw_ingredients,7,967,1291,active
2195,6,raw_ingredients,6,1069,1187,active
4282,5,raw_ingredients,6,615,834,active
9123,10,raw_ingredients,3,610,560,active
4606,1,raw_ingredients,3,829,962,active
7809,3,raw_ingredients,2,896,1288,active
5896,1,finished_goods,9,1087,1003,active
574,11,finished_goods,1,929,983,active
4668,6,raw_ingredients,5,1302,654,active
3236,4,raw_ingredients,1,566,1079,active
1731,14,raw_ingredients,11,1338,1034,active
1713,14,raw_ingredients,6,745,694,active
6207,12,raw_ingredients,11,1183,1205,active
1391,5,raw_ingredients,2,791,996,active
860,4,finished_goods,14,1101,1153,active
2610,4,raw_ingredients,9,556,710,active
2849,12,raw_ingredients,3,853,1038,active
8283,8,finished_goods,3,880,663,active
3994,8,finished_goods,12,1439,1306,active
4026,6,raw_ingredients,4,835,1034,active
1829,6,raw_ingredients,8,1381,814,active
10425,15,finished_goods,12,1200,534,cancelled
10108,19,finished_goods,16,732,968,cancelled
3663,2,raw_ingredients,7,579,549,active
11125,19,finished_goods,24,1223,1269,paused
5135,5,raw_ingredients,12,1001,1441,active
10446,11,finished_goods,12,810,817,cancelled
8673,5,raw_ingredients,13,1164,1354,active
2987,12,raw_ingredients,6,1245,753,active
8741,11,raw_ingredients,8,1233,922,active
9079,5,raw_ingredients,13,1308,1476,active
2770,3,raw_ingredients,14,1289,961,active
11094,21,finished_goods,15,850,1340,paused
5704,4,raw_ingredients,6,1013,1259,active
9525,11,raw_ingredients,4,1487,1479,active
2598,4,raw_ingredients,2,887,1253,active
4905,11,raw_ingredients,4,1220,837,active
2431,13,finished_goods,4,1164,1232,active
10070,9,raw_ingredients,17,450,677,cancelled
3406,12,raw_ingredients,4,565,889,active
9210,14,raw_ingredients,7,774,1499,active
6659,8,raw_ingredients,9,989,1015,active
6059,4,raw_ingredients,11,577,1352,active
10072,18,finished_goods,10,879,1390,cancelled
3734,3,raw_ingredients,10,770,861,active
7447,13,finished_goods,11,975,684,active
3104,11,raw_ingredients,13,1109,805,active
9936,8,raw_ingredients,7,864,1151,active
11306,11,finished_goods,25,825,1362,paused
9353,5,raw_ingredients,13,1339,731,active
4408,11,raw_ingredients,8,777,1408,active
4538,1,finished_goods,9,1124,1359,active
4788,12,raw_ingredients,2,672,1068,active
11138,20,raw_ingredients,10,1123,784,paused
7224,12,finished_goods,8,869,520,active
4515,4,raw_ingredients,10,1382,828,active
9963,7,finished_goods,8,931,1461,active
1135,9,finished_goods,2,707,1178,active
9094,13,raw_ingredients,11,833,1302,active
3774,6,raw_ingredients,11,505,567,active
7292,7,raw_ingredients,11,797,1060,active
4895,2,raw_ingredients,3,880,961,active
8083,14,finished_goods,8,614,1208,active
904,5,finished_goods,11,561,1097,active
5304,8,finished_goods,11,1001,552,active
10618,13,finished_goods,10,999,1077,cancelled
761,10,raw_ingredients,4,1273,876,active
5703,6,finished_goods,8,831,1105,active
11131,31,raw_ingredients,22,891,1380,paused
9423,12,raw_ingredients,14,1314,748,active
777,12,raw_ingredients,8,675,1356,active
8716,12,raw_ingredients,11,925,890,active
50,12,finished_goods,4,1130,1337,active
3210,7,raw_ingredients,7,789,997,active
100,10,raw_ingredients,6,504,1200,active
10192,8,finished_goods,7,431,1043,cancelled
9951,2,raw_ingredients,1,800,1088,active
845,14,finished_goods,4,941,615,active
10176,9,finished_goods,9,1202,797,cancelled
1024,2,raw_ingredients,8,1271,1184,active
9332,2,finished_goods,2,874,691,active
10769,12,raw_ingredients,12,794,408,cancelled
9435,11,finished_goods,4,1006,824,active
7812,8,raw_ingredients,7,1053,1138,active
5346,12,raw_ingredients,6,1347,1466,active
4722,6,finished_goods,13,895,781,active
11562,39,raw_ingredients,12,1439,1287,paused
4907,9,raw_ingredients,14,575,572,active
11918,29,raw_ingredients,32,1429,1286,paused
4891,11,raw_ingredients,9,807,882,active
9518,4,raw_ingredients,10,1409,1067,active
6048,4,raw_ingredients,2,944,1449,active
2208,3,raw_ingredients,14,526,607,active
4530,2,finished_goods,3,1171,773,active
1164,6,raw_ingredients,13,905,1392,active
9341,5,raw_ingredients,11,1312,1210,active
2079,2,raw_ingredients,4,1325,1355,active
8544,1,raw_ingredients,4,1457,503,active
10771,11,finished_goods,18,1208,728,cancelled
1144,12,raw_ingredients,4,833,950,active
